UF;Município;ID;num_processo;Vinculada;Termo/N_Convênio;Ano_Termo/Convênio;Programa;Fonte;Esfera;Tipologia;Situação_da_Obra;perc_informado_munic;Última_Vistoria_Instituição;perc_executado_empresa;Última_Vistoria_Empresa;Empresa;Restrições;Inconformidades
MA;Paço do Lumiar;1008056;2,34E+16;NÃO;10983;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;60.28%;09/08/2016;60.84%;03/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Parnarama;1008058;2,34E+16;NÃO;8620;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;58.70%;07/07/2016;26.78%;16/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MT;Santa Terezinha;1008062;2,34E+16;NÃO;8612;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;61.19%;04/08/2016;18.56%;15/jan;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
SC;Araquari;1008063;2,34E+16;NÃO;8332;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;01/07/2016;89.06%;29/abr;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MA;Parnarama;1008066;2,34E+16;SIM;11374;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;21.68%;29/06/2016;15.76%;21/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Parnarama;1008067;2,34E+16;NÃO;11374;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;52.09%;25/07/2016;50.31%;08/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PB;Cacimba de Dentro;1008068;2,34E+16;NÃO;7793;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;32.16%;17/08/2016;19.73%;23/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MT;Tabaporã;1008069;2,34E+16;NÃO;7657;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;78.83%;28/07/2016;66.00%;30/set;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
SC;Araranguá;1008071;2,34E+16;NÃO;8661;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;42.25%;09/08/2016;42.24%;27/jul;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
MT;Terra Nova do Norte;1008073;2,34E+16;NÃO;9714;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;28.50%;10/08/2016;22.54%;20/out;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
ES;Jaguaré;1008075;2,34E+16;NÃO;8080;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.98%;20/06/2016;98.78%;27/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
RS;Aceguá;1008076;2,34E+16;NÃO;7690;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;64.43%;28/07/2016;51.51%;29/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
MT;Torixoréu;1008078;2,34E+16;NÃO;8323;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;61.88%;15/08/2016;27.33%;24/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MA;Peritoró;1008079;2,34E+16;NÃO;8619;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;14.06%;16/10/2015;26.11%;26/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;NÃO
SC;Biguaçu;1008080;2,34E+16;NÃO;7630;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Paralisada;32.67%;25/07/2016;33.25%;22/mar;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
RS;Agudo;1008081;2,34E+16;NÃO;7628;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;91.13%;16/08/2016;30.67%;02/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
ES;Laranja da Terra;1008082;2,34E+16;NÃO;10944;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;100.00%;03/06/2016;99.76%;28/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PB;Gurinhém;1008083;2,34E+16;NÃO;7803;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;57.42%;06/07/2016;43.54%;19/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;NÃO
MT;Vila Bela da Santíssima Trindade;1008088;2,34E+16;NÃO;10998;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;73.44%;13/07/2016;29.21%;04/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
SC;Bocaina do Sul;1008089;2,34E+16;NÃO;7631;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;72.34%;26/07/2016;57.93%;23/set;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PB;Mari;1008090;2,34E+16;NÃO;7809;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;60.01%;13/07/2016;35.06%;22/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
RS;Arroio Grande;1008093;2,34E+16;NÃO;7691;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Paralisada;50.59%;12/08/2016;58.30%;04/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PB;Monteiro;1008095;2,34E+16;NÃO;9736;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;65.89%;11/08/2016;36.98%;22/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MA;Pinheiro;1008098;2,34E+16;NÃO;10989;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;64.36%;15/08/2016;16.56%;13/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MA;Pinheiro;1008099;2,34E+16;NÃO;10989;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;58.62%;10/08/2016;31.65%;13/jul;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
SC;Bom Jardim da Serra;1008109;2,34E+16;NÃO;8334;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;89.11%;18/08/2016;20.55%;26/mai;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
RS;Balneário Pinhal;1008113;2,34E+16;NÃO;7629;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Concluída;100.00%;01/02/2016;91.18%;19/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Abel Figueiredo;1008114;2,34E+16;NÃO;7763;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;03/04/2015;2.19%;10/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PB;Remígio;1008117;2,34E+16;NÃO;7814;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;99.99%;30/06/2016;30.96%;13/jul;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
PA;Abel Figueiredo;1008118;2,34E+16;NÃO;9715;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;80.11%;14/07/2016;53.16%;22/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
RS;Barra do Quaraí;1008119;2,34E+16;NÃO;7692;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Concluída;100.00%;13/05/2015;100.01%;03/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
SC;Bom Jesus;1008123;2,34E+16;NÃO;8335;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Concluída;100.00%;05/05/2015;4.81%;10/jul;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
RS;Barros Cassal;1008124;2,34E+16;NÃO;10314;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;24.54%;08/08/2016;8.62%;27/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PB;Riachão;1008125;2,34E+16;NÃO;7816;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Concluída;100.00%;25/08/2016;20.09%;10/jul;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
PA;Ananindeua;1008126;2,34E+16;NÃO;11534;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;73.78%;23/08/2016;56.56%;12/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
PA;Ananindeua;1008127;2,34E+16;NÃO;11534;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;72.46%;23/08/2016;64.43%;12/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
MA;Poção de Pedras;1008128;2,34E+16;NÃO;10991;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;01/08/2016;56.50%;16/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
PB;São João do Rio do Peixe;1008129;2,34E+16;NÃO;9747;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;91.75%;22/08/2016;65.97%;03/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
ES;Santa Maria de Jetibá;1008130;2,34E+16;NÃO;11228;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;64.11%;15/07/2016;61.14%;29/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
SC;Bombinhas;1008132;2,34E+16;SIM;10326;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;11/03/2016;97.27%;24/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PA;Augusto Corrêa;1008135;2,34E+16;NÃO;7764;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;61.61%;25/07/2016;49.81%;22/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Augusto Corrêa;1008136;2,34E+16;NÃO;7764;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;27.73%;23/07/2016;22.24%;16/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
RS;Canguçu;1008137;2,34E+16;NÃO;8245;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Execução;63.32%;23/08/2016;13.77%;17/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RS;Canguçu;1008138;2,34E+16;NÃO;8245;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Execução;63.32%;23/08/2016;10.71%;17/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
RS;Canguçu;1008139;2,34E+16;NÃO;8245;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Execução;95.59%;23/08/2016;10.71%;17/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PA;Aurora do Pará;1008143;2,34E+16;NÃO;7765;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;74.15%;10/08/2016;57.72%;26/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
ES;São Mateus;1008144;2,34E+16;NÃO;8081;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;97.22%;10/12/2015;98.15%;27/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
ES;São Mateus;1008145;2,34E+16;NÃO;8081;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;57.25%;02/08/2016;57.43%;27/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PB;Vieirópolis;1008146;2,34E+16;NÃO;9286;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Paralisada;93.03%;09/10/2015;85.56%;21/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
SC;Caçador;1008149;2,34E+16;NÃO;10329;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Concluída;99.99%;30/11/2015;99.59%;25/jul;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
ES;Viana;1008150;2,34E+16;NÃO;8082;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;62.15%;15/07/2016;66.70%;25/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
MA;Presidente Sarney;1008151;2,34E+16;NÃO;8142;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;67.90%;23/08/2016;54.07%;01/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PB;Campina Grande;1008153;2,34E+16;SIM;8482;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;97.33%;03/02/2016;87.60%;01/jun;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PB;Campina Grande;1008154;2,34E+16;SIM;8482;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;97.32%;07/06/2016;91.07%;22/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
PB;Campina Grande;1008155;2,34E+16;SIM;8482;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;96.74%;13/04/2016;86.99%;01/jun;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PB;Campina Grande;1008156;2,34E+16;SIM;8482;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;96.94%;12/05/2016;91.93%;01/jun;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
SC;Camboriú;1008159;2,34E+16;NÃO;8336;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;17/03/2016;56.08%;20/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
RS;Catuípe;1008162;2,34E+16;NÃO;8654;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Concluída;99.98%;04/05/2016;49.74%;10/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
MA;Riachão;1008165;2,34E+16;NÃO;8143;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;20/07/2016;42.87%;16/abr;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
PB;Alagoa Nova;1008166;2,34E+16;NÃO;9723;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;30.08%;19/07/2016;21.65%;21/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PB;Alagoa Nova;1008167;2,34E+16;NÃO;9723;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;52.28%;19/07/2016;39.77%;21/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
RS;Cerro Branco;1008168;2,34E+16;NÃO;8246;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;59.14%;29/06/2016;34.16%;28/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
SC;Campo Belo do Sul;1008169;2,34E+16;NÃO;8337;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;66.96%;25/07/2016;60.97%;18/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PA;Bujaru;1008170;2,34E+16;NÃO;7766;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Execução;67.89%;26/07/2016;60.20%;14/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
RJ;Araruama;1008173;2,34E+16;NÃO;9285;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;95.85%;12/08/2016;98.93%;13/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
RS;Cerro Grande do Sul;1008174;2,34E+16;NÃO;7693;2013;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Execução;89.41%;11/08/2016;74.46%;15/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
PB;Alagoinha;1008175;2,34E+16;NÃO;7786;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;57.24%;15/08/2016;49.34%;19/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
SC;Campo Erê;1008176;2,34E+16;NÃO;8338;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;90.68%;21/07/2016;89.85%;21/set;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
PB;Alcantil;1008178;2,34E+16;NÃO;7787;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;41.09%;14/07/2016;17.20%;09/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PA;Capanema;1008181;2,34E+16;NÃO;9720;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;85.75%;04/08/2016;73.76%;23/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Capanema;1008182;2,34E+16;NÃO;9720;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;43.05%;04/08/2016;11.42%;24/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PA;Capanema;1008183;2,34E+16;NÃO;9720;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;61.24%;21/07/2016;29.53%;15/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
SC;Canoinhas;1008184;2,34E+16;NÃO;10382;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Concluída;100.00%;18/01/2016;20.24%;18/mai;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
SC;Canoinhas;1008185;2,34E+16;NÃO;10382;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Concluída;100.00%;23/03/2016;49.58%;18/mai;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
RS;Cerro Grande do Sul;1008186;2,34E+16;NÃO;10316;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;95.55%;15/08/2016;79.16%;30/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PB;Araçagi;1008187;2,34E+16;NÃO;7658;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;55.11%;26/07/2016;23.54%;22/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
RJ;Armação dos Búzios;1008188;2,34E+16;NÃO;10377;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Em Reformulação;64.87%;10/06/2016;59.43%;12/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;NÃO
RJ;Armação dos Búzios;1008189;2,34E+16;NÃO;10377;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Em Reformulação;34.76%;10/06/2016;26.23%;12/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PB;Aroeiras;1008191;2,34E+16;NÃO;7788;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;19.75%;11/07/2016;20.94%;14/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
SC;Caxambu do Sul;1008192;2,34E+16;NÃO;8339;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR PEQUENA - PROJETO FNDE;Concluída;100.00%;09/12/2015;84.51%;22/set;PAULO GAIGA ENGENHARIA LTDA;SIM;NÃO
PB;Bananeiras;1008194;2,34E+16;NÃO;11535;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;99.06%;02/08/2016;62.98%;21/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
MA;Santa Inês;1008195;2,34E+16;NÃO;8145;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;50.83%;22/08/2016;50.84%;11/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Santa Inês;1008196;2,34E+16;NÃO;8145;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;35.62%;22/08/2016;20.11%;29/jun;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Santa Inês;1008198;2,34E+16;NÃO;8145;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;48.98%;11/08/2016;48.98%;11/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Santa Inês;1008199;2,34E+16;NÃO;8145;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;0.00%;;41.34%;12/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Santa Inês;1008200;2,34E+16;NÃO;8145;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;0.00%;;43.04%;12/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Santa Inês;1008202;2,34E+16;NÃO;8145;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;54.12%;18/08/2016;44.40%;12/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PB;Belém do Brejo do Cruz;1008203;2,34E+16;NÃO;9725;2014;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Execução;50.52%;28/06/2016;19.01%;25/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
SC;Criciúma;1008204;2,34E+16;NÃO;8340;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Execução;58.52%;29/07/2016;28.83%;29/abr;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
SC;Criciúma;1008205;2,34E+16;NÃO;8340;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Execução;95.18%;01/08/2016;28.83%;28/abr;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
SC;Criciúma;1008206;2,34E+16;NÃO;8340;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Concluída;100.00%;01/08/2016;22.18%;29/jul;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
SC;Criciúma;1008207;2,34E+16;NÃO;8340;2014;Cobertura;PAC2;Municipal;COBERTURA DE QUADRA ESCOLAR GRANDE - PROJETO FNDE;Execução;86.80%;29/07/2016;21.56%;29/jul;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PB;Boqueirão;1008213;2,34E+16;SIM;7659;2013;Quadras;PAC2;Municipal;QUADRA ESCOLAR COBERTA COM VESTIÁRIO- PROJETO FNDE;Licitação;67.57%;;24.72%;09/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
