UF;Município;ID;num_processo;Vinculada;Termo/N_Convênio;Ano_Termo/Convênio;Programa;Fonte;Esfera;Tipologia;Situação_da_Obra;perc_informado_munic;Última_Vistoria_Instituição;perc_executado_empresa;Última_Vistoria_Empresa;Empresa;Restrições;Inconformidades
PB;Gurjão;1589;2,34E+16;NÃO;710225;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;24/04/2012;90.97%;31/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
BA;Bonito;1590;2,34E+16;NÃO;700070;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.86%;27/12/2014;70.55%;28/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
ES;Boa Esperança;1591;2,34E+16;NÃO;710109;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;28/04/2016;100.01%;12/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
ES;Bom Jesus do Norte;1592;2,34E+16;SIM;710144;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Execução;89.18%;08/07/2016;70.16%;25/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RN;Pau dos Ferros;1602;2,34E+16;NÃO;830230;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;90.95%;30/05/2014;76.89%;12/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
RN;Portalegre;1603;2,34E+16;NÃO;830001;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;97.87%;02/06/2014;96.68%;21/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Coração de Jesus;1604;2,34E+16;SIM;710002;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;48.12%;;56.58%;21/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
TO;Sampaio;1605;2,34E+16;NÃO;830431;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;03/07/2014;76.32%;25/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
BA;Wanderley;1606;2,34E+16;NÃO;700075;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;66.39%;08/04/2016;63.32%;30/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
MG;Águas Vermelhas;1610;2,34E+16;SIM;710010;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;71.22%;;55.75%;19/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Ressaquinha;1612;2,34E+16;NÃO;830107;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.39%;17/10/2012;95.90%;18/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Ribeirão Vermelho;1614;2,34E+16;NÃO;830371;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;98.34%;23/03/2011;96.00%;20/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Itaiçaba;1616;2,34E+16;NÃO;830042;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;84.39%;28/05/2014;54.53%;14/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
RN;Currais Novos;1618;2,34E+16;SIM;830274;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Execução;73.64%;16/08/2016;44.52%;16/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Cristália;1625;2,34E+16;NÃO;830286;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.29%;09/09/2014;96.86%;23/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PB;Maturéia;1626;2,34E+16;NÃO;710217;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;18/06/2012;80.17%;22/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Muriaé;1627;2,34E+16;NÃO;830208;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;02/02/2012;93.94%;27/jun;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Nazareno;1628;2,34E+16;NÃO;830401;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;09/05/2012;95.20%;19/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
MG;Mata Verde;1630;2,34E+16;NÃO;830426;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;86.36%;20/07/2015;85.97%;21/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
RJ;Belford Roxo;1635;2,34E+16;NÃO;830117;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;4.93%;19/10/2012;1.67%;10/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
MG;Campestre;1639;2,34E+16;NÃO;710290;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;28/03/2014;93.33%;23/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Grajaú;1640;2,34E+16;NÃO;700114;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;41.93%;18/06/2014;39.20%;27/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Peçanha;1642;2,34E+16;NÃO;830194;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;98.55%;21/01/2016;53.87%;20/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
SP;Arco-Íris;1643;2,34E+16;NÃO;710028;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.95%;01/04/2015;98.37%;16/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
SP;Auriflama;1645;2,34E+16;NÃO;830313;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;15/10/2012;99.85%;18/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PA;Santarém;1646;2,34E+16;NÃO;710197;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;04/10/2013;95.96%;13/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
MG;Itanhandu;1652;2,34E+16;SIM;830191;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;71.23%;28/07/2015;64.06%;28/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
MG;Itaúna;1654;2,34E+16;SIM;830059;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;21/09/2015;66.73%;14/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
GO;Piracanjuba;1656;2,34E+16;NÃO;710212;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;59.38%;06/07/2016;40.80%;18/fev;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Rio Verde;1657;2,34E+16;SIM;710091;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Execução;75.72%;02/08/2016;40.11%;01/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MG;Buenópolis;1660;2,34E+16;NÃO;830211;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;97.40%;30/05/2014;97.14%;19/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Buritizeiro;1661;2,34E+16;NÃO;830003;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;58.28%;28/09/2015;37.83%;20/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Janaúba;1665;2,34E+16;NÃO;830150;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;31/08/2011;110.38%;09/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
ES;Guaçuí;1666;2,34E+16;SIM;710251;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.84%;08/12/2015;93.48%;17/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
ES;Guarapari;1667;2,34E+16;NÃO;700079;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;28/09/2012;96.65%;02/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
SP;Tapiraí;1672;2,34E+16;NÃO;830215;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;05/02/2014;97.25%;18/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
SP;Tatuí;1673;2,34E+16;NÃO;700089;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.99%;29/07/2011;99.67%;17/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
SP;Turiúba;1675;2,34E+16;NÃO;830319;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;20/02/2014;99.18%;15/jan;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
SP;Urânia;1676;2,34E+16;NÃO;710293;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;06/05/2013;99.33%;18/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
MG;São Romão;1678;2,34E+16;NÃO;700050;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;74.17%;28/12/2015;62.27%;17/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;São Tiago;1679;2,34E+16;NÃO;830016;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.94%;02/03/2015;97.90%;10/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
MG;São Tomás de Aquino;1680;2,34E+16;NÃO;710009;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;18/02/2015;49.55%;11/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
PB;Riachão;1682;2,34E+16;SIM;700018;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;15.99%;;32.52%;25/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
SP;Valinhos;1683;2,34E+16;NÃO;710276;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;02/09/2011;99.65%;19/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
SP;Vargem Grande do Sul;1684;2,34E+16;NÃO;710265;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;13/01/2014;99.69%;17/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
SE;Nossa Senhora do Socorro;1686;2,34E+16;NÃO;830155;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;30/10/2014;36.05%;18/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
MG;Lagamar;1687;2,34E+16;NÃO;830405;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;62.65%;08/04/2016;69.25%;23/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Sem-Peixe;1689;2,34E+16;SIM;830302;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.99%;07/12/2015;72.97%;14/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
RJ;Cantagalo;1691;2,34E+16;SIM;710118;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Execução;96.62%;05/08/2016;40.54%;08/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RN;Tangará;1695;2,34E+16;NÃO;830394;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;15/05/2012;91.27%;26/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
SC;Forquilhinha;1697;2,34E+16;NÃO;830195;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;08/07/2011;99.43%;27/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
SP;Piquerobi;1703;2,34E+16;SIM;710071;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;13/08/2015;92.11%;24/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
RS;Santa Rosa;1706;2,34E+16;NÃO;710222;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;14/04/2016;99.76%;19/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RS;Santiago;1707;2,34E+16;NÃO;830058;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.56%;20/12/2012;99.14%;18/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RS;Santo Ângelo;1708;2,34E+16;NÃO;830055;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;22/10/2015;99.47%;18/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RS;Santo Antônio da Patrulha;1709;2,34E+16;NÃO;710220;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;30/05/2014;99.71%;25/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
RS;São Borja;1710;2,34E+16;NÃO;710213;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.99%;30/03/2015;79.24%;19/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RS;São José do Norte;1711;2,34E+16;NÃO;710134;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;4.10%;16/07/2014;4.62%;06/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
MT;Araputanga;1719;2,34E+16;NÃO;830447;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;11/06/2014;100.00%;17/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MT;Barra do Bugres;1720;2,34E+16;NÃO;710029;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;64.33%;07/06/2015;53.79%;15/jan;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MT;Canarana;1723;2,34E+16;SIM;710022;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;76.06%;16/07/2015;47.24%;13/nov;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
AL;São José da Tapera;1727;2,34E+16;NÃO;700041;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;94.11%;30/10/2014;92.64%;18/set;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
MG;Tocantins;1729;2,34E+16;NÃO;700115;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;23/01/2014;97.76%;12/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Três Corações;1730;2,34E+16;NÃO;830090;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;05/03/2015;95.27%;15/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Três Marias;1731;2,34E+16;NÃO;830380;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.82%;31/03/2014;96.00%;19/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MG;Bicas;1732;2,34E+16;NÃO;710195;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;12/06/2012;91.99%;06/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PR;Santo Inácio;1733;2,34E+16;SIM;700036;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;30/11/2015;95.09%;24/mai;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
RS;São Lourenço do Sul;1735;2,34E+16;SIM;710214;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Execução;95.09%;24/06/2016;95.67%;28/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
GO;Jaupaci;1736;2,34E+16;NÃO;710084;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;73.46%;25/01/2016;89.43%;27/nov;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Joviânia;1737;2,34E+16;NÃO;830279;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;24/08/2012;95.65%;18/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Mambaí;1738;2,34E+16;NÃO;710233;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;08/10/2010;95.63%;30/mai;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Matrinchã;1739;2,34E+16;NÃO;830437;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;60.16%;02/01/2015;46.35%;27/ago;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Montividiu;1741;2,34E+16;NÃO;830335;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;87.50%;23/04/2015;48.26%;09/jan;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
SP;Embu das Artes;1742;2,34E+16;NÃO;710238;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;09/12/2015;84.73%;16/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PR;Campina da Lagoa;1748;2,34E+16;NÃO;830203;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;16/01/2012;40.59%;18/ago;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
SP;Marília;1750;2,34E+16;SIM;830325;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;97.44%;15/07/2016;40.74%;26/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
RS;Ilópolis;1753;2,34E+16;NÃO;710250;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;26/03/2014;99.17%;12/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RS;Jaguarão;1754;2,34E+16;SIM;710130;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;05/11/2015;94.63%;27/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
GO;Nova Crixás;1755;2,34E+16;NÃO;710112;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;15/06/2012;99.99%;27/jul;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
SP;Serrana;1758;2,34E+16;NÃO;710313;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;31/03/2015;98.07%;08/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
SP;Serra Negra;1759;2,34E+16;NÃO;710133;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;11/05/2012;99.94%;16/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
SC;São Ludgero;1760;2,34E+16;NÃO;710155;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;02/06/2014;92.30%;28/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
SC;Siderópolis;1761;2,34E+16;NÃO;710301;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.29%;30/03/2012;97.63%;28/nov;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
SC;Tubarão;1764;2,34E+16;NÃO;710281;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;12/04/2012;95.97%;02/jun;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
PR;Maringá;1765;2,34E+16;NÃO;830250;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;08/04/2015;95.24%;24/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
PR;Mariópolis;1766;2,34E+16;NÃO;710311;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.89%;30/05/2014;97.00%;27/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
RS;Júlio de Castilhos;1769;2,34E+16;NÃO;830116;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;10/05/2013;99.82%;07/jan;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
GO;Anápolis;1771;2,34E+16;NÃO;710099;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;14/09/2011;98.65%;02/jun;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Aparecida de Goiânia;1772;2,34E+16;NÃO;830407;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;10/03/2014;96.89%;20/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
RN;Rodolfo Fernandes;1774;2,34E+16;SIM;830012;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;28/05/2016;51.94%;20/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
SE;Campo do Brito;1776;2,34E+16;SIM;700084;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;11/09/2014;56.80%;15/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
SE;Capela;1777;2,34E+16;SIM;830184;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;78.17%;;88.15%;29/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PB;Mato Grosso;1778;2,34E+16;NÃO;700011;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;25/05/2012;95.31%;13/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
GO;Bom Jardim de Goiás;1780;2,34E+16;SIM;710267;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;96.55%;30/06/2015;77.30%;11/fev;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
SP;Sud Mennucci;1782;2,34E+16;NÃO;710157;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;22/12/2011;100.02%;17/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
SP;Tabapuã;1783;2,34E+16;NÃO;830255;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;04/09/2014;94.11%;07/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
SC;Barra Velha;1784;2,34E+16;SIM;710258;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;99.48%;15/05/2015;66.60%;11/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
RS;Salvador das Missões;1785;2,34E+16;NÃO;830462;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;30/05/2015;99.75%;18/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
RS;Itaara;1786;2,34E+16;SIM;830048;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;98.51%;24/08/2016;93.70%;14/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
RS;Balneário Pinhal;1787;2,34E+16;NÃO;710040;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;10/05/2012;99.42%;11/dez;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RS;Bento Gonçalves;1789;2,34E+16;NÃO;710095;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;12/07/2012;99.62%;15/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RS;Caçapava do Sul;1792;2,34E+16;SIM;710014;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Contratação;65.41%;;54.18%;26/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
RS;Cachoeira do Sul;1793;2,34E+16;NÃO;830393;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;27/03/2015;98.73%;27/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
