"Município";"UF";"total_obras";"gasto_total_mi";"obras_atrasadas";"perc_atrasada";"gasto_atrasadas_mi";"obras_paralisadas";"perc_paralisada";"gasto_paralisadas_mi"
"Abaetetuba";"PA";2;2,1;1;0,5;1,57;NA;NA;NA
"Abatiá";"PR";1;1,11;0;0;NA;1;1;1,11
"Abelardo Luz";"SC";3;2,6;1;0,33;1,11;NA;NA;NA
"Abreulândia";"TO";3;1,47;0;0;NA;1;0,33;0,93
"Açailândia";"MA";6;5,37;0;0;NA;1;0,17;0,49
"Acará";"PA";2;1,47;0;0;NA;1;0,5;1,37
"Acarape";"CE";1;0,82;0;0;NA;NA;NA;NA
"Acaraú";"CE";1;0,73;1;1;0,73;NA;NA;NA
"Acauã";"PI";1;0,37;0;0;NA;NA;NA;NA
"Acopiara";"CE";3;2,33;0;0;NA;1;0,33;0,86
"Acrelândia";"AC";1;0,2;0;0;NA;NA;NA;NA
"Acreúna";"GO";2;2,76;1;0,5;0,43;NA;NA;NA
"Adrianópolis";"PR";1;0,59;1;1;0,59;NA;NA;NA
"Afonso Cláudio";"ES";1;0,7;1;1;0,7;NA;NA;NA
"Afonso Cunha";"MA";6;1,47;5;0,83;1,33;1;0,17;0,14
"Afrânio";"PE";5;3,91;0;0;NA;1;0,2;0,86
"Agrestina";"PE";1;0,85;1;1;0,85;NA;NA;NA
"Agricolândia";"PI";1;1,88;0;0;NA;NA;NA;NA
"Água Boa";"MG";1;0,68;1;1;0,68;NA;NA;NA
"Água Branca";"AL";1;1,59;1;1;1,59;NA;NA;NA
"Água Branca";"PI";1;0,53;0;0;NA;NA;NA;NA
"Água Doce do Maranhão";"MA";1;0,79;0;0;NA;1;1;0,79
"Aguanil";"MG";1;0,89;1;1;0,89;NA;NA;NA
"Águas Belas";"PE";4;0,82;0;0;NA;3;0,75;0,66
"Águas Formosas";"MG";1;1,5;0;0;NA;1;1;1,5
"Águas Lindas de Goiás";"GO";7;4,69;0;0;NA;NA;NA;NA
"Águas Vermelhas";"MG";1;1,71;0;0;NA;NA;NA;NA
"Agudo";"RS";2;2,02;1;0,5;0,91;NA;NA;NA
"Águia Branca";"ES";1;1,11;1;1;1,11;NA;NA;NA
"Aimorés";"MG";1;1,52;1;1;1,52;NA;NA;NA
"Aiuaba";"CE";1;0,5;0;0;NA;NA;NA;NA
"Alagoa Grande";"PB";2;2,1;0;0;NA;1;0,5;1,81
"Alagoa Nova";"PB";1;0,92;0;0;NA;NA;NA;NA
"Alagoinha";"PB";1;0,28;0;0;NA;NA;NA;NA
"Alagoinha";"PE";2;1,18;0;0;NA;NA;NA;NA
"Alagoinhas";"BA";5;2,84;0;0;NA;5;1;2,84
"Alambari";"SP";1;0,65;1;1;0,65;NA;NA;NA
"Alcântara";"MA";1;0,5;0;0;NA;1;1;0,5
"Alcantil";"PB";1;1,78;1;1;1,78;NA;NA;NA
"Alcobaça";"BA";1;1,53;0;0;NA;1;1;1,53
"Alecrim";"RS";1;0,42;0;0;NA;NA;NA;NA
"Alegrete";"RS";1;0,45;0;0;NA;1;1;0,45
"Além Paraíba";"MG";1;0,81;0;0;NA;NA;NA;NA
"Alexandria";"RN";1;0,52;0;0;NA;NA;NA;NA
"Alexânia";"GO";1;0,67;0;0;NA;NA;NA;NA
"Alfenas";"MG";1;0,87;0;0;NA;NA;NA;NA
"Aliança";"PE";1;0,16;0;0;NA;NA;NA;NA
"Aliança do Tocantins";"TO";1;1,45;0;0;NA;1;1;1,45
"Almeirim";"PA";3;1,86;0;0;NA;NA;NA;NA
"Almenara";"MG";1;1,71;1;1;1,71;NA;NA;NA
"Almirante Tamandaré";"PR";3;2,65;2;0,67;2,19;NA;NA;NA
"Alta Floresta";"MT";2;1,76;1;0,5;1,4;NA;NA;NA
"Alta Floresta D'Oeste";"RO";2;0,9;1;0,5;0,53;NA;NA;NA
"Altinho";"PE";1;1,71;0;0;NA;NA;NA;NA
"Alto Alegre do Maranhão";"MA";1;1,84;1;1;1,84;NA;NA;NA
"Alto Alegre do Pindaré";"MA";1;0,88;0;0;NA;1;1;0,88
"Alto Alegre dos Parecis";"RO";2;3,12;0;0;NA;1;0,5;0,53
"Alto Araguaia";"MT";1;1,07;0;0;NA;1;1;1,07
"Alto Caparaó";"MG";1;1,49;0;0;NA;1;1;1,49
"Alto do Rodrigues";"RN";1;0,85;1;1;0,85;NA;NA;NA
"Alto Longá";"PI";1;2,12;0;0;NA;1;1;2,12
"Alto Paraguai";"MT";3;2,5;0;0;NA;3;1;2,5
"Alto Paraíso";"RO";1;0,5;0;0;NA;NA;NA;NA
"Alto Parnaíba";"MA";1;0,88;0;0;NA;1;1;0,88
"Alto Santo";"CE";3;2,9;2;0,67;2,03;1;0,33;0,87
"Alto Taquari";"MT";1;0,56;0;0;NA;NA;NA;NA
"Altônia";"PR";1;1,31;0;0;NA;1;1;1,31
"Altos";"PI";1;1,81;0;0;NA;1;1;1,81
"Alvarães";"AM";1;0,89;0;0;NA;1;1;0,89
"Álvaro de Carvalho";"SP";1;0,88;0;0;NA;NA;NA;NA
"Alvinlândia";"SP";1;1,84;0;0;NA;NA;NA;NA
"Alvorada";"RS";14;6,55;0;0;NA;10;0,71;3,92
"Alvorada do Gurguéia";"PI";1;0,63;0;0;NA;NA;NA;NA
"Amajari";"RR";1;0,4;0;0;NA;1;1;0,4
"Amambaí";"MS";4;4,2;0;0;NA;3;0,75;2,83
"Amaraji";"PE";1;0,69;0;0;NA;NA;NA;NA
"Amarante do Maranhão";"MA";5;3,18;0;0;NA;NA;NA;NA
"Amargosa";"BA";1;1,7;0;0;NA;1;1;1,7
"Americana";"SP";2;2,29;0;0;NA;2;1;2,29
"Américo Brasiliense";"SP";1;1,23;0;0;NA;NA;NA;NA
"Amontada";"CE";9;11,38;0;0;NA;NA;NA;NA
"Amorinópolis";"GO";1;0,85;0;0;NA;1;1;0,85
"Anadia";"AL";2;1,36;0;0;NA;1;0,5;0,57
"Anajás";"PA";2;2,82;0;0;NA;2;1;2,82
"Anajatuba";"MA";2;1,1;0;0;NA;1;0,5;0,62
"Ananindeua";"PA";1;0,89;1;1;0,89;NA;NA;NA
"Anápolis";"GO";11;14,01;3;0,27;8,92;2;0,18;0,72
"Anapu";"PA";22;3,13;0;0;NA;16;0,73;1,87
"Anapurus";"MA";1;0,48;1;1;0,48;NA;NA;NA
"Anastácio";"MS";1;0,8;0;0;NA;NA;NA;NA
"Andirá";"PR";1;0,66;1;1;0,66;NA;NA;NA
"Andorinha";"BA";3;1,98;0;0;NA;NA;NA;NA
"Andradas";"MG";1;1,96;1;1;1,96;NA;NA;NA
"Andradina";"SP";1;0,93;0;0;NA;NA;NA;NA
"Andrelândia";"MG";1;0,55;0;0;NA;NA;NA;NA
"Angelândia";"MG";1;0,71;0;0;NA;NA;NA;NA
"Angélica";"MS";1;0,44;0;0;NA;NA;NA;NA
"Angelim";"PE";2;0,94;0;0;NA;NA;NA;NA
"Angical do Piauí";"PI";1;0,69;1;1;0,69;NA;NA;NA
"Angico";"TO";1;0,83;0;0;NA;1;1;0,83
"Angra dos Reis";"RJ";3;2,77;0;0;NA;NA;NA;NA
"Anicuns";"GO";1;0,44;0;0;NA;1;1;0,44
"Anísio de Abreu";"PI";1;1,09;0;0;NA;1;1;1,09
"Anori";"AM";1;1,47;0;0;NA;1;1;1,47
"Antas";"BA";1;0,93;0;0;NA;1;1;0,93
"Antônio Carlos";"MG";1;0,48;0;0;NA;NA;NA;NA
"Antônio Carlos";"SC";1;0,25;0;0;NA;NA;NA;NA
"Antônio João";"MS";1;1,45;0;0;NA;1;1;1,45
"Aparecida de Goiânia";"GO";16;8,11;0;0;NA;10;0,62;5,47
"Aparecida do Rio Doce";"GO";1;1,11;0;0;NA;1;1;1,11
"Aparecida do Taboado";"MS";1;0,86;0;0;NA;NA;NA;NA
"Apiacás";"MT";1;0,42;0;0;NA;NA;NA;NA
"Apiaí";"SP";1;0,25;0;0;NA;NA;NA;NA
"Apicum-Açu";"MA";3;2,94;3;1;2,94;NA;NA;NA
"Apodi";"RN";2;1,97;0;0;NA;NA;NA;NA
"Aporá";"BA";1;0,54;0;0;NA;1;1;0,54
"Aporé";"GO";1;1,48;0;0;NA;NA;NA;NA
"Apuarema";"BA";1;0,64;0;0;NA;1;1;0,64
"Apucarana";"PR";3;1,63;0;0;NA;NA;NA;NA
"Apuí";"AM";1;0,29;0;0;NA;NA;NA;NA
"Aquidabã";"SE";1;0,39;0;0;NA;NA;NA;NA
"Aquidauana";"MS";2;2,39;0;0;NA;NA;NA;NA
"Aquiraz";"CE";1;0,39;0;0;NA;1;1;0,39
"Araçagi";"PB";1;1,8;0;0;NA;1;1;1,8
"Aracaju";"SE";3;1,71;0;0;NA;1;0,33;0,39
"Aracati";"CE";4;1,43;0;0;NA;NA;NA;NA
"Araci";"BA";4;3,8;0;0;NA;4;1;3,8
"Araçoiaba da Serra";"SP";1;0,92;0;0;NA;NA;NA;NA
"Aracruz";"ES";2;1,5;0;0;NA;1;0,5;1,11
"Araçuaí";"MG";2;2,92;2;1;2,92;NA;NA;NA
"Aragoiânia";"GO";1;0,53;0;0;NA;NA;NA;NA
"Aragominas";"TO";2;1,32;1;0,5;0,89;1;0,5;0,43
"Araguacema";"TO";1;0,97;0;0;NA;1;1;0,97
"Araguaçu";"TO";1;0,71;1;1;0,71;NA;NA;NA
"Araguaína";"TO";6;3,04;0;0;NA;1;0,17;0,44
"Araguanã";"MA";1;1,95;0;0;NA;1;1;1,95
"Araguari";"MG";3;1,14;1;0,33;0,46;NA;NA;NA
"Araguatins";"TO";4;5,67;0;0;NA;4;1;5,67
"Araioses";"MA";2;3,41;0;0;NA;2;1;3,41
"Arame";"MA";8;1,61;2;0,25;0,06;1;0,12;0,12
"Arapiraca";"AL";7;4,88;0;0;NA;6;0,86;4,45
"Arapoema";"TO";1;0,42;0;0;NA;1;1;0,42
"Arapongas";"PR";1;0,45;0;0;NA;NA;NA;NA
"Araporã";"MG";1;1,51;0;0;NA;1;1;1,51
"Arapuá";"MG";1;0,45;0;0;NA;1;1;0,45
"Araquari";"SC";1;0,85;0;0;NA;NA;NA;NA
"Arara";"PB";1;1,82;0;0;NA;1;1;1,82
"Araranguá";"SC";4;5,28;1;0,25;3,05;NA;NA;NA
"Arari";"MA";7;6,57;5;0,71;4,9;NA;NA;NA
"Araricá";"RS";1;0,66;0;0;NA;NA;NA;NA
"Araripina";"PE";1;0,65;0;0;NA;NA;NA;NA
"Araruama";"RJ";4;3,23;3;0,75;2,39;1;0,25;0,85
"Araruna";"PB";1;0,28;0;0;NA;NA;NA;NA
"Araruna";"PR";1;0,45;1;1;0,45;NA;NA;NA
"Arataca";"BA";1;0,99;0;0;NA;NA;NA;NA
"Aratuípe";"BA";2;0,97;0;0;NA;NA;NA;NA
"Arauá";"SE";2;0,97;0;0;NA;1;0,5;0,22
"Araucária";"PR";7;3,37;0;0;NA;5;0,71;2,16
"Arcoverde";"PE";3;2,88;0;0;NA;1;0,33;0,43
"Areado";"MG";1;0,47;0;0;NA;NA;NA;NA
"Areia de Baraúnas";"PB";1;0,82;0;0;NA;1;1;0,82
"Arenápolis";"MT";1;0,88;0;0;NA;NA;NA;NA
"Arenópolis";"GO";1;0,65;0;0;NA;1;1;0,65
"Arês";"RN";1;0,93;0;0;NA;NA;NA;NA
"Arinos";"MG";1;1,39;1;1;1,39;NA;NA;NA
"Aripuanã";"MT";2;3,61;0;0;NA;NA;NA;NA
"Ariquemes";"RO";4;4,5;0;0;NA;4;1;4,5
"Armação dos Búzios";"RJ";1;0,65;0;0;NA;NA;NA;NA
"Aroazes";"PI";4;1,09;4;1;1,09;NA;NA;NA
"Aroeiras";"PB";1;0,84;0;0;NA;1;1;0,84
"Arraias";"TO";1;1,13;0;0;NA;1;1;1,13
"Arroio do Padre";"RS";1;0,83;0;0;NA;NA;NA;NA
"Arroio do Tigre";"RS";1;0,28;0;0;NA;NA;NA;NA
"Arroio Grande";"RS";1;0,47;0;0;NA;1;1;0,47
"Arujá";"SP";1;0,25;0;0;NA;NA;NA;NA
"Assaí";"PR";1;1,09;1;1;1,09;NA;NA;NA
"Assaré";"CE";1;0,52;1;1;0,52;NA;NA;NA
"Assis";"SP";1;0,46;0;0;NA;1;1;0,46
"Atalaia";"AL";1;1,32;0;0;NA;1;1;1,32
"Augustinópolis";"TO";1;0,23;0;0;NA;NA;NA;NA
"Augusto Corrêa";"PA";2;0,57;0;0;NA;1;0,5;0,29
"Aurelino Leal";"BA";1;0,97;0;0;NA;NA;NA;NA
"Aurora";"CE";1;1,79;0;0;NA;NA;NA;NA
"Aurora do Tocantins";"TO";1;0,45;0;0;NA;1;1;0,45
"Autazes";"AM";13;7,35;2;0,15;0,73;10;0,77;6,45
"Avaí";"SP";1;0,65;0;0;NA;1;1;0,65
"Avaré";"SP";2;1,24;0;0;NA;NA;NA;NA
"Aveiro";"PA";6;1,39;0;0;NA;NA;NA;NA
"Avelino Lopes";"PI";1;1,3;1;1;1,3;NA;NA;NA
"Axixá";"MA";2;1,11;0;0;NA;2;1;1,11
"Axixá do Tocantins";"TO";1;0,06;0;0;NA;1;1;0,06
"Babaçulândia";"TO";1;0,54;0;0;NA;NA;NA;NA
"Bacabal";"MA";2;1,35;1;0,5;0,49;1;0,5;0,86
"Bacurituba";"MA";1;0,43;0;0;NA;1;1;0,43
"Baependi";"MG";1;0,42;0;0;NA;NA;NA;NA
"Bagé";"RS";4;2,11;0;0;NA;2;0,5;0,78
"Bagre";"PA";5;3,15;0;0;NA;4;0,8;3,09
"Baía da Traição";"PB";2;1,42;1;0,5;0,89;NA;NA;NA
"Baião";"PA";16;4,9;4;0,25;0,37;2;0,12;0,12
"Baixio";"CE";1;0,88;0;0;NA;1;1;0,88
"Baixo Guandu";"ES";1;0,82;0;0;NA;1;1;0,82
"Balbinos";"SP";1;0,41;0;0;NA;1;1;0,41
"Baliza";"GO";2;0,98;0;0;NA;2;1;0,98
"Balneário Barra do Sul";"SC";1;1,72;0;0;NA;NA;NA;NA
"Balsas";"MA";9;10,61;1;0,11;0,85;8;0,89;9,76
"Bandeirantes";"MS";2;1,79;0;0;NA;1;0,5;0,9
"Barão de Cocais";"MG";1;0,48;0;0;NA;NA;NA;NA
"Barão de Grajaú";"MA";1;0,83;0;0;NA;1;1;0,83
"Barbacena";"MG";2;0,78;0;0;NA;1;0,5;0,39
"Barcarena";"PA";7;10,98;0;0;NA;7;1;10,98
"Barcelos";"AM";1;0,31;0;0;NA;NA;NA;NA
"Barra";"BA";1;0,99;0;0;NA;NA;NA;NA
"Barra D'Alcântara";"PI";1;0,59;0;0;NA;1;1;0,59
"Barra de Guabiraba";"PE";1;0,97;0;0;NA;1;1;0,97
"Barra de Santa Rosa";"PB";1;0,46;0;0;NA;1;1;0,46
"Barra de Santana";"PB";2;2,01;1;0,5;1,38;1;0,5;0,63
"Barra de Santo Antônio";"AL";1;0,35;0;0;NA;NA;NA;NA
"Barra de São Francisco";"ES";1;0,84;1;1;0,84;NA;NA;NA
"Barra de São Miguel";"AL";1;0,48;0;0;NA;1;1;0,48
"Barra do Bugres";"MT";6;2,46;0;0;NA;2;0,33;1,59
"Barra do Choça";"BA";1;1,09;0;0;NA;1;1;1,09
"Barra do Corda";"MA";2;1,16;0;0;NA;NA;NA;NA
"Barra do Garças";"MT";1;0,5;0;0;NA;NA;NA;NA
"Barra do Mendes";"BA";1;1,01;0;0;NA;1;1;1,01
"Barra Funda";"RS";1;1,11;1;1;1,11;NA;NA;NA
"Barracão";"PR";1;0,62;0;0;NA;1;1;0,62
"Barras";"PI";2;1,89;0;0;NA;2;1;1,89
"Barreiras";"BA";9;7,51;3;0,33;1,97;NA;NA;NA
"Barreirinha";"AM";1;0,98;0;0;NA;1;1;0,98
"Barretos";"SP";2;0,94;0;0;NA;2;1;0,94
"Barrocas";"BA";1;1,13;0;0;NA;1;1;1,13
"Barroquinha";"CE";1;0,67;0;0;NA;NA;NA;NA
"Barros Cassal";"RS";2;0,5;0;0;NA;NA;NA;NA
"Bataguassu";"MS";1;1,11;1;1;1,11;NA;NA;NA
"Batalha";"AL";1;0,41;0;0;NA;1;1;0,41
"Batalha";"PI";1;0,77;0;0;NA;1;1;0,77
"Batayporã";"MS";1;1,09;0;0;NA;NA;NA;NA
"Baturité";"CE";2;2,45;0;0;NA;2;1;2,45
"Bauru";"SP";5;4,09;0;0;NA;4;0,8;3,62
"Bayeux";"PB";5;1,84;1;0,2;0,18;NA;NA;NA
"Beberibe";"CE";4;6,03;0;0;NA;1;0,25;1,93
"Bela Cruz";"CE";1;0,51;0;0;NA;NA;NA;NA
"Bela Vista";"MS";1;0,4;0;0;NA;NA;NA;NA
"Bela Vista da Caroba";"PR";1;0,97;0;0;NA;NA;NA;NA
"Bela Vista do Maranhão";"MA";3;1,53;1;0,33;0,68;2;0,67;0,85
"Belágua";"MA";1;0,42;0;0;NA;1;1;0,42
"Belém";"PB";1;1,65;0;0;NA;1;1;1,65
"Belém do São Francisco";"PE";1;0,88;0;0;NA;1;1;0,88
"Belford Roxo";"RJ";3;1,95;0;0;NA;2;0,67;1,53
"Belo Horizonte";"MG";1;1,86;0;0;NA;NA;NA;NA
"Belo Jardim";"PE";2;1,59;1;0,5;0,63;1;0,5;0,96
"Belo Oriente";"MG";1;0,88;0;0;NA;NA;NA;NA
"Belterra";"PA";1;0,24;1;1;0,24;NA;NA;NA
"Benevides";"PA";2;3,03;0;0;NA;2;1;3,03
"Benjamin Constant";"AM";2;1,85;1;0,5;1,14;NA;NA;NA
"Bequimão";"MA";2;0,61;2;1;0,61;NA;NA;NA
"Bernardo do Mearim";"MA";7;1,24;0;0;NA;1;0,14;0,09
"Bernardo Sayão";"TO";1;0,84;0;0;NA;1;1;0,84
"Beruri";"AM";3;1,89;0;0;NA;2;0,67;0,52
"Betânia";"PE";1;0,79;0;0;NA;NA;NA;NA
"Betânia do Piauí";"PI";2;1,7;0;0;NA;NA;NA;NA
"Betim";"MG";13;3,82;0;0;NA;7;0,54;2,3
"Bezerros";"PE";1;0,42;0;0;NA;NA;NA;NA
"Biguaçu";"SC";2;0,77;0;0;NA;NA;NA;NA
"Boa Esperança";"MG";2;2,87;1;0,5;1,77;1;0,5;1,11
"Boa Viagem";"CE";2;2,44;2;1;2,44;NA;NA;NA
"Boa Vista";"RR";20;16,31;9;0,45;10,24;4;0,2;3,38
"Boa Vista do Tupim";"BA";1;1,84;0;0;NA;1;1;1,84
"Boca da Mata";"AL";1;0,7;0;0;NA;NA;NA;NA
"Boca do Acre";"AM";1;0,37;0;0;NA;1;1;0,37
"Bocaiúva";"MG";1;0,47;0;0;NA;NA;NA;NA
"Bocaiúva do Sul";"PR";2;1,55;0;0;NA;2;1;1,55
"Bodocó";"PE";4;0,68;0;0;NA;NA;NA;NA
"Bodoquena";"MS";1;0,71;0;0;NA;NA;NA;NA
"Boituva";"SP";1;0,46;0;0;NA;1;1;0,46
"Bom Conselho";"PE";3;0,83;0;0;NA;2;0,67;0,66
"Bom Despacho";"MG";1;0,55;0;0;NA;NA;NA;NA
"Bom Jardim";"MA";4;1,47;1;0,25;0,8;3;0,75;0,67
"Bom Jardim";"PE";1;0,17;0;0;NA;NA;NA;NA
"Bom Jardim da Serra";"SC";1;0,41;1;1;0,41;NA;NA;NA
"Bom Jesus";"RS";1;1,12;0;0;NA;1;1;1,12
"Bom Jesus da Lapa";"BA";3;1,49;0;0;NA;NA;NA;NA
"Bom Jesus das Selvas";"MA";2;1,83;0;0;NA;NA;NA;NA
"Bom Jesus do Norte";"ES";1;1,04;1;1;1,04;NA;NA;NA
"Bom Jesus do Tocantins";"PA";1;0,56;1;1;0,56;NA;NA;NA
"Bom Jesus do Tocantins";"TO";2;1,62;0;0;NA;2;1;1,62
"Bom Jesus dos Perdões";"SP";1;0,98;0;0;NA;NA;NA;NA
"Bom Retiro";"SC";1;0,77;0;0;NA;NA;NA;NA
"Bom Retiro do Sul";"RS";1;1,71;1;1;1,71;NA;NA;NA
"Bom Sucesso";"MG";1;1,86;0;0;NA;NA;NA;NA
"Bom Sucesso";"PR";1;0,9;0;0;NA;1;1;0,9
"Bom Sucesso de Itararé";"SP";1;0,62;0;0;NA;1;1;0,62
"Boninal";"BA";1;1,76;0;0;NA;NA;NA;NA
"Bonito";"MS";1;0,9;0;0;NA;NA;NA;NA
"Bonito";"PA";1;0,89;0;0;NA;NA;NA;NA
"Bonito";"PE";1;0,46;0;0;NA;1;1;0,46
"Bonito de Minas";"MG";2;2,06;0;0;NA;NA;NA;NA
"Boquim";"SE";1;0,83;0;0;NA;NA;NA;NA
"Borba";"AM";4;3,02;4;1;3,02;NA;NA;NA
"Borborema";"SP";1;0,46;0;0;NA;NA;NA;NA
"Borda da Mata";"MG";1;0,42;1;1;0,42;NA;NA;NA
"Botelhos";"MG";1;0,47;0;0;NA;NA;NA;NA
"Botucatu";"SP";1;0,56;0;0;NA;1;1;0,56
"Botuporã";"BA";1;1,83;0;0;NA;1;1;1,83
"Bragança";"PA";18;3,43;0;0;NA;NA;NA;NA
"Bragança Paulista";"SP";1;0,92;0;0;NA;NA;NA;NA
"Brás Pires";"MG";2;1,09;0;0;NA;NA;NA;NA
"Brasil Novo";"PA";1;0,83;0;0;NA;NA;NA;NA
"Brasiléia";"AC";1;0,28;0;0;NA;NA;NA;NA
"Brasópolis";"MG";1;0,26;0;0;NA;1;1;0,26
"Brejo";"MA";4;3,67;1;0,25;1,43;NA;NA;NA
"Brejo da Madre de Deus";"PE";2;1,18;0;0;NA;2;1;1,18
"Brejo de Areia";"MA";1;0,43;0;0;NA;NA;NA;NA
"Brejo dos Santos";"PB";1;0,42;0;0;NA;1;1;0,42
"Brejo Grande";"SE";1;0,44;0;0;NA;1;1;0,44
"Brejo Grande do Araguaia";"PA";1;0,79;0;0;NA;NA;NA;NA
"Brejo Santo";"CE";1;1,06;0;0;NA;NA;NA;NA
"Brejolândia";"BA";1;0,39;0;0;NA;1;1;0,39
"Breu Branco";"PA";4;3,8;1;0,25;1,05;3;0,75;2,76
"Breves";"PA";23;16,57;0;0;NA;6;0,26;5,66
"Brumadinho";"MG";1;2,14;1;1;2,14;NA;NA;NA
"Brumado";"BA";1;0,27;0;0;NA;1;1;0,27
"Brusque";"SC";1;1,15;0;0;NA;NA;NA;NA
"Bueno Brandão";"MG";1;0,62;0;0;NA;1;1;0,62
"Buenos Aires";"PE";4;0,51;1;0,25;0,06;1;0,25;0,25
"Buerarema";"BA";1;1,14;1;1;1,14;NA;NA;NA
"Buíque";"PE";1;0,92;0;0;NA;1;1;0,92
"Bujaru";"PA";4;0,68;1;0,25;0,08;1;0,25;0,53
"Buriti";"MA";10;2,67;9;0,9;2,25;1;0,1;0,42
"Buriti Bravo";"MA";4;0,94;0;0;NA;1;0,25;0,49
"Buriti do Tocantins";"TO";1;1,76;0;0;NA;1;1;1,76
"Buriti dos Lopes";"PI";1;1,91;1;1;1,91;NA;NA;NA
"Buriticupu";"MA";7;5,25;0;0;NA;NA;NA;NA
"Buritirama";"BA";1;0,99;0;0;NA;NA;NA;NA
"Buritirana";"MA";1;0,88;0;0;NA;NA;NA;NA
"Buritis";"MG";2;2,71;0;0;NA;NA;NA;NA
"Buritis";"RO";3;1,05;1;0,33;0,39;NA;NA;NA
"Buritizeiro";"MG";3;2,37;0;0;NA;1;0,33;1,65
"Caarapó";"MS";1;0,29;0;0;NA;NA;NA;NA
"Caatiba";"BA";1;0,91;0;0;NA;1;1;0,91
"Cabeceira Grande";"MG";1;1,67;0;0;NA;NA;NA;NA
"Cabeceiras do Piauí";"PI";2;1,8;0;0;NA;1;0,5;0,91
"Cabedelo";"PB";3;0,53;0;0;NA;1;0,33;0,17
"Cabo Frio";"RJ";6;3,42;0;0;NA;4;0,67;2,76
"Cabreúva";"SP";1;0,45;0;0;NA;NA;NA;NA
"Cabrobó";"PE";8;6,53;0;0;NA;1;0,12;1,79
"Caçador";"SC";3;3,73;1;0,33;1,71;1;0,33;1,58
"Caçapava";"SP";2;0,78;0;0;NA;NA;NA;NA
"Caçapava do Sul";"RS";2;1,57;0;0;NA;1;0,5;0,46
"Cacaulândia";"RO";1;0,17;0;0;NA;1;1;0,17
"Cáceres";"MT";4;2,41;2;0,5;1,84;2;0,5;0,58
"Cachoeira de Minas";"MG";1;0,29;0;0;NA;1;1;0,29
"Cachoeira de Pajeú";"MG";2;1,41;0;0;NA;NA;NA;NA
"Cachoeira do Arari";"PA";4;0,88;3;0,75;0,76;NA;NA;NA
"Cachoeira do Piriá";"PA";1;0,3;0;0;NA;NA;NA;NA
"Cachoeira do Sul";"RS";1;0,31;0;0;NA;1;1;0,31
"Cachoeiras de Macacu";"RJ";2;2,24;1;0,5;1,83;1;0,5;0,41
"Cachoeirinha";"PE";1;1,35;0;0;NA;NA;NA;NA
"Cachoeirinha";"RS";5;5,46;2;0,4;2,99;1;0,2;1,23
"Cachoeiro de Itapemirim";"ES";1;1,29;0;0;NA;1;1;1,29
"Cacimbas";"PB";1;0,85;0;0;NA;1;1;0,85
"Cacoal";"RO";3;1,76;0;0;NA;NA;NA;NA
"Caçu";"GO";2;1,05;0;0;NA;1;0,5;0,43
"Caculé";"BA";1;0,99;0;0;NA;1;1;0,99
"Caém";"BA";1;0,58;0;0;NA;1;1;0,58
"Caetanos";"BA";1;0,66;1;1;0,66;NA;NA;NA
"Caeté";"MG";1;0,26;0;0;NA;NA;NA;NA
"Caetés";"PE";3;2,65;0;0;NA;1;0,33;0,28
"Caetité";"BA";1;2,06;0;0;NA;1;1;2,06
"Cafarnaum";"BA";3;2,41;2;0,67;1,13;NA;NA;NA
"Caiçara";"RS";1;0,4;0;0;NA;NA;NA;NA
"Caiçara do Rio do Vento";"RN";1;0,17;0;0;NA;NA;NA;NA
"Cairu";"BA";1;0,98;0;0;NA;NA;NA;NA
"Cajamar";"SP";1;1,45;0;0;NA;NA;NA;NA
"Cajati";"SP";1;0,46;0;0;NA;NA;NA;NA
"Cajazeiras";"PB";1;0,36;0;0;NA;NA;NA;NA
"Cajazeiras do Piauí";"PI";1;0,42;0;0;NA;1;1;0,42
"Cajobi";"SP";1;0,72;0;0;NA;1;1;0,72
"Cajuru";"SP";1;0,59;0;0;NA;1;1;0,59
"Caldas Novas";"GO";1;1,06;0;0;NA;1;1;1,06
"Calmon";"SC";1;1,11;0;0;NA;NA;NA;NA
"Calumbi";"PE";1;0,06;0;0;NA;1;1;0,06
"Camacan";"BA";1;0,27;0;0;NA;NA;NA;NA
"Camamu";"BA";4;4,11;1;0,25;1,15;2;0,5;2,47
"Camaquã";"RS";3;2,36;0;0;NA;2;0,67;1,51
"Cambará";"PR";1;1,19;0;0;NA;1;1;1,19
"Cambé";"PR";2;1,57;0;0;NA;NA;NA;NA
"Camboriú";"SC";1;0,59;0;0;NA;NA;NA;NA
"Cametá";"PA";3;1,75;0;0;NA;1;0,33;0,69
"Camocim";"CE";1;0,62;0;0;NA;NA;NA;NA
"Camocim de São Félix";"PE";2;0,84;0;0;NA;2;1;0,84
"Campanha";"MG";1;0,47;0;0;NA;NA;NA;NA
"Campina da Lagoa";"PR";1;0,96;1;1;0,96;NA;NA;NA
"Campina Grande";"PB";13;8,99;0;0;NA;1;0,08;0,97
"Campina Grande do Sul";"PR";2;1,37;0;0;NA;NA;NA;NA
"Campinápolis";"MT";7;18,53;0;0;NA;NA;NA;NA
"Campinas";"SP";5;3,31;0;0;NA;NA;NA;NA
"Campinas do Piauí";"PI";2;0,71;0;0;NA;NA;NA;NA
"Campinorte";"GO";1;1,5;0;0;NA;1;1;1,5
"Campo Alegre";"AL";1;0,84;0;0;NA;1;1;0,84
"Campo Alegre";"SC";1;0,88;0;0;NA;NA;NA;NA
